customer_id,recency_days,freq_30d,freq_90d,monetary_90d,freq_ratio,churn
C00488,1.0,5.0,12.0,507.1700000000001,0.41666663194444736,0
C00489,21.0,1.0,1.0,64.0,0.9999990000010001,1
C00490,3.0,4.0,15.0,1073.44,0.2666666488888901,0
C00491,78.0,0.0,1.0,54.44,0.0,0
C00492,7.0,2.0,7.0,254.20000000000002,0.285714244897965,0
C00493,2.0,5.0,14.0,909.8899999999998,0.3571428316326549,0
C00494,3.0,1.0,2.0,152.84,0.499999750000125,1
C00495,16.0,1.0,4.0,208.83,0.24999993750001562,1
C00496,15.0,1.0,10.0,634.0300000000001,0.09999999000000101,0
C00497,4.0,2.0,11.0,729.19,0.1818181652892577,0
C00498,132.0,0.0,0.0,0.0,0.0,0
C00499,3.0,1.0,2.0,95.62,0.499999750000125,0
C00501,30.0,0.0,4.0,327.94,0.0,0
C00502,37.0,0.0,4.0,85.04,0.0,1
C00503,2.0,2.0,8.0,149.6,0.24999996875000394,1
C00504,4.0,3.0,6.0,386.09,0.49999991666668053,0
C00505,264.0,0.0,0.0,0.0,0.0,0
C00507,4.0,7.0,15.0,723.3399999999999,0.46666663555555765,0
C00508,15.0,1.0,2.0,190.41,0.499999750000125,1
C00509,13.0,3.0,9.0,656.51,0.33333329629630043,0
C00510,38.0,0.0,1.0,12.91,0.0,0
C00511,48.0,0.0,1.0,79.65,0.0,0
C00512,108.0,0.0,0.0,0.0,0.0,0
C00513,5.0,2.0,5.0,130.84,0.399999920000016,1
C00514,1.0,1.0,1.0,31.4,0.9999990000010001,1
C00515,10.0,2.0,18.0,954.3,0.11111110493827195,0
C00516,263.0,0.0,0.0,0.0,0.0,1
C00517,11.0,1.0,2.0,47.7,0.499999750000125,0
C00518,38.0,0.0,1.0,69.44,0.0,0
C00520,313.0,0.0,0.0,0.0,0.0,1
C00521,4.0,1.0,1.0,13.52,0.9999990000010001,1
C00522,27.0,1.0,1.0,7.99,0.9999990000010001,0
C00523,14.0,2.0,8.0,489.5,0.24999996875000394,0
C00524,38.0,0.0,1.0,66.52,0.0,1
C00525,7.0,1.0,3.0,246.95,0.33333322222225925,0
C00526,39.0,0.0,4.0,174.38,0.0,1
C00527,1.0,2.0,2.0,137.82999999999998,0.99999950000025,0
C00528,29.0,1.0,3.0,233.05,0.33333322222225925,0
C00529,19.0,1.0,3.0,81.42,0.33333322222225925,0
C00530,0.0,5.0,14.0,567.3000000000001,0.3571428316326549,0
C00531,12.0,2.0,2.0,83.69999999999999,0.99999950000025,0
C00532,54.0,0.0,1.0,11.09,0.0,1
C00533,65.0,0.0,4.0,100.48,0.0,0
C00534,15.0,1.0,4.0,178.83,0.24999993750001562,0
C00535,55.0,0.0,3.0,130.93,0.0,0
C00536,4.0,2.0,2.0,118.86,0.99999950000025,1
C00537,0.0,3.0,4.0,157.52,0.7499998125000469,1
C00538,38.0,0.0,2.0,77.19999999999999,0.0,1
C00539,177.0,0.0,0.0,0.0,0.0,1
C00540,42.0,0.0,3.0,301.14,0.0,0
C00541,59.0,0.0,3.0,132.0,0.0,1
C00542,60.0,0.0,2.0,149.63,0.0,1
C00543,263.0,0.0,0.0,0.0,0.0,1
C00544,332.0,0.0,0.0,0.0,0.0,1
C00545,432.0,0.0,0.0,0.0,0.0,1
C00546,222.0,0.0,0.0,0.0,0.0,1
C00547,27.0,1.0,3.0,164.5,0.33333322222225925,0
C00548,10.0,2.0,3.0,380.52,0.6666664444445185,0
C00549,27.0,1.0,10.0,498.11,0.09999999000000101,0
C00550,82.0,0.0,1.0,50.17,0.0,1
C00552,47.0,0.0,1.0,56.96,0.0,1
C00553,5.0,1.0,14.0,325.7899999999999,0.07142856632653098,0
C00554,123.0,0.0,0.0,0.0,0.0,1
C00555,170.0,0.0,0.0,0.0,0.0,1
C00556,14.0,2.0,6.0,309.36000000000007,0.33333327777778704,1
C00557,6.0,2.0,5.0,307.64,0.399999920000016,0
C00558,9.0,1.0,3.0,207.32,0.33333322222225925,1
C00559,49.0,0.0,3.0,159.31,0.0,0
C00560,80.0,0.0,1.0,43.94,0.0,1
C00561,13.0,1.0,13.0,673.8299999999999,0.07692307100591762,0
C00562,6.0,2.0,8.0,476.37,0.24999996875000394,0
C00563,50.0,0.0,1.0,129.53,0.0,1
C00564,1.0,1.0,4.0,184.25,0.24999993750001562,0
C00565,4.0,1.0,2.0,482.13,0.499999750000125,1
C00566,238.0,0.0,0.0,0.0,0.0,1
C00567,2.0,3.0,11.0,633.69,0.2727272479338866,0
C00568,0.0,4.0,6.0,205.54999999999998,0.6666665555555741,0
C00569,382.0,0.0,0.0,0.0,0.0,1
C00570,16.0,1.0,2.0,30.33,0.499999750000125,0
C00572,68.0,0.0,5.0,221.97000000000003,0.0,1
C00573,6.0,1.0,4.0,123.47999999999999,0.24999993750001562,0
C00574,43.0,0.0,1.0,2.3,0.0,1
C00575,1.0,5.0,16.0,613.0699999999999,0.3124999804687512,0
C00576,122.0,0.0,0.0,0.0,0.0,1
C00577,70.0,0.0,1.0,68.51,0.0,0
C00578,29.0,1.0,4.0,222.20999999999998,0.24999993750001562,0
C00579,2.0,3.0,13.0,897.3600000000001,0.23076921301775286,0
C00580,6.0,1.0,4.0,392.71999999999997,0.24999993750001562,1
C00581,14.0,1.0,1.0,17.4,0.9999990000010001,0
C00582,13.0,3.0,10.0,556.9300000000001,0.299999970000003,0
C00583,53.0,0.0,3.0,98.98,0.0,1
C00584,12.0,2.0,5.0,277.2,0.399999920000016,1
C00585,10.0,1.0,2.0,110.07000000000001,0.499999750000125,0
C00586,222.0,0.0,0.0,0.0,0.0,1
C00587,15.0,2.0,4.0,160.54000000000002,0.49999987500003124,0
C00588,5.0,3.0,7.0,265.25,0.4285713673469475,0
C00589,402.0,0.0,0.0,0.0,0.0,1
C00590,71.0,0.0,3.0,80.32,0.0,1
C00592,277.0,0.0,0.0,0.0,0.0,0
C00593,69.0,0.0,2.0,186.25,0.0,0
C00594,28.0,1.0,4.0,282.34000000000003,0.24999993750001562,1
C00596,82.0,0.0,1.0,36.62,0.0,0
C00597,151.0,0.0,0.0,0.0,0.0,1
C00598,262.0,0.0,0.0,0.0,0.0,1
C00599,11.0,4.0,22.0,1378.09,0.18181817355371938,0
C00600,6.0,3.0,10.0,872.0600000000001,0.299999970000003,0
C00601,38.0,0.0,2.0,92.14,0.0,1
C00602,236.0,0.0,0.0,0.0,0.0,1
C00603,87.0,0.0,1.0,57.72,0.0,0
C00604,4.0,5.0,25.0,1089.85,0.19999999200000032,0
C00605,44.0,0.0,2.0,98.7,0.0,0
C00606,223.0,0.0,0.0,0.0,0.0,0
C00607,75.0,0.0,1.0,65.08,0.0,1
C00608,154.0,0.0,0.0,0.0,0.0,0
C00609,18.0,1.0,6.0,294.73,0.16666663888889352,0
C00610,43.0,0.0,2.0,68.66,0.0,1
C00611,60.0,0.0,1.0,29.05,0.0,0
C00612,37.0,0.0,3.0,169.37,0.0,1
C00613,3.0,5.0,11.0,362.02,0.4545454132231443,0
C00614,84.0,0.0,1.0,31.31,0.0,0
C00615,12.0,1.0,4.0,409.67,0.24999993750001562,1
C00616,47.0,0.0,4.0,173.01,0.0,1
C00617,45.0,0.0,3.0,140.41,0.0,0
C00618,41.0,0.0,6.0,528.76,0.0,0
C00619,144.0,0.0,0.0,0.0,0.0,1
C00620,6.0,2.0,6.0,295.72999999999996,0.33333327777778704,0
C00621,7.0,2.0,6.0,240.64,0.33333327777778704,0
C00622,91.0,0.0,0.0,0.0,0.0,1
C00623,4.0,2.0,2.0,15.84,0.99999950000025,0
C00624,319.0,0.0,0.0,0.0,0.0,1
C00625,6.0,2.0,10.0,509.7,0.19999998000000202,0
C00626,31.0,0.0,6.0,522.16,0.0,0
C00627,84.0,0.0,1.0,50.66,0.0,1
C00628,26.0,1.0,2.0,115.15,0.499999750000125,1
C00629,3.0,1.0,1.0,36.07,0.9999990000010001,1
C00630,45.0,0.0,1.0,7.4,0.0,1
C00631,1.0,2.0,5.0,216.63,0.399999920000016,0
C00633,51.0,0.0,3.0,149.04,0.0,0
C00634,5.0,1.0,4.0,305.93,0.24999993750001562,0
C00635,50.0,0.0,4.0,293.84000000000003,0.0,0
C00636,39.0,0.0,2.0,6.52,0.0,1
C00637,16.0,2.0,18.0,780.84,0.11111110493827195,0
C00638,2.0,2.0,6.0,359.31,0.33333327777778704,0
C00639,37.0,0.0,3.0,64.67,0.0,1
C00640,9.0,1.0,9.0,318.68000000000006,0.11111109876543349,0
C00641,50.0,0.0,1.0,8.96,0.0,1
C00642,29.0,1.0,2.0,196.89,0.499999750000125,0
C00643,30.0,0.0,11.0,436.88,0.0,0
C00644,53.0,0.0,1.0,63.74,0.0,0
C00645,13.0,1.0,3.0,124.03,0.33333322222225925,0
C00646,6.0,3.0,14.0,740.4399999999999,0.21428569897959293,1
C00647,298.0,0.0,0.0,0.0,0.0,1
C00648,74.0,0.0,1.0,0.61,0.0,1
C00649,41.0,0.0,2.0,211.46,0.0,0
C00650,65.0,0.0,1.0,45.18,0.0,1
C00651,10.0,4.0,9.0,456.41999999999996,0.44444439506173394,0
C00652,85.0,0.0,1.0,106.26,0.0,1
C00653,9.0,3.0,5.0,313.33,0.599999880000024,1
C00654,15.0,1.0,3.0,137.25,0.33333322222225925,1
C00655,0.0,5.0,8.0,680.97,0.6249999218750099,0
C00656,5.0,2.0,7.0,178.7,0.285714244897965,1
C00657,1.0,4.0,11.0,500.9700000000001,0.3636363305785154,0
C00658,26.0,1.0,4.0,168.54999999999998,0.24999993750001562,0
C00659,6.0,1.0,3.0,319.7,0.33333322222225925,0
C00660,9.0,3.0,11.0,490.32,0.2727272479338866,1
C00661,22.0,1.0,4.0,139.36,0.24999993750001562,0
C00662,318.0,0.0,0.0,0.0,0.0,1
C00663,84.0,0.0,1.0,28.96,0.0,1
C00664,266.0,0.0,0.0,0.0,0.0,1
C00665,46.0,0.0,2.0,94.83,0.0,0
C00666,1.0,3.0,8.0,692.3299999999999,0.3749999531250059,0
C00667,8.0,3.0,10.0,545.64,0.299999970000003,0
C00668,0.0,2.0,3.0,263.95,0.6666664444445185,1
C00669,14.0,3.0,6.0,278.07,0.49999991666668053,0
C00670,0.0,6.0,8.0,371.81,0.7499999062500118,0
C00671,23.0,2.0,4.0,115.41000000000001,0.49999987500003124,0
C00672,4.0,1.0,5.0,190.73000000000002,0.199999960000008,0
C00674,4.0,3.0,6.0,354.76,0.49999991666668053,0
C00675,11.0,3.0,9.0,573.4,0.33333329629630043,1
C00676,4.0,4.0,14.0,729.0200000000001,0.2857142653061239,0
C00677,257.0,0.0,0.0,0.0,0.0,1
C00678,7.0,1.0,1.0,40.28,0.9999990000010001,1
C00679,268.0,0.0,0.0,0.0,0.0,1
C00680,36.0,0.0,6.0,499.38,0.0,0
C00681,123.0,0.0,0.0,0.0,0.0,1
C00682,1.0,2.0,10.0,533.1200000000001,0.19999998000000202,0
C00683,274.0,0.0,0.0,0.0,0.0,1
C00684,77.0,0.0,1.0,15.41,0.0,1
C00685,7.0,2.0,6.0,347.31,0.33333327777778704,0
C00686,21.0,1.0,2.0,164.29,0.499999750000125,1
C00687,33.0,0.0,9.0,630.3399999999999,0.0,0
C00688,2.0,13.0,57.0,3505.63,0.2280701714373654,0
C00689,10.0,1.0,3.0,233.29000000000002,0.33333322222225925,1
C00690,0.0,1.0,2.0,100.32,0.499999750000125,1
C00691,154.0,0.0,0.0,0.0,0.0,1
C00692,2.0,3.0,8.0,422.51,0.3749999531250059,0
C00693,1.0,5.0,12.0,659.16,0.41666663194444736,0
C00694,25.0,1.0,1.0,48.93,0.9999990000010001,1
C00695,0.0,5.0,20.0,1024.3300000000002,0.2499999875000006,0
C00696,8.0,1.0,1.0,141.93,0.9999990000010001,1
C00697,2.0,2.0,5.0,263.32000000000005,0.399999920000016,0
C00698,14.0,2.0,4.0,122.45,0.49999987500003124,1
C00699,18.0,1.0,3.0,416.0,0.33333322222225925,0
C00700,31.0,0.0,2.0,39.46,0.0,0
C00701,10.0,3.0,6.0,428.09000000000003,0.49999991666668053,0
C00702,21.0,1.0,2.0,25.48,0.499999750000125,0
C00703,1.0,4.0,8.0,325.51,0.4999999375000079,1
C00704,7.0,2.0,7.0,339.78999999999996,0.285714244897965,0
C00705,58.0,0.0,1.0,16.92,0.0,1
C00706,14.0,3.0,7.0,320.24,0.4285713673469475,0
C00707,269.0,0.0,0.0,0.0,0.0,1
C00708,4.0,1.0,3.0,332.12,0.33333322222225925,0
C00709,16.0,1.0,1.0,24.24,0.9999990000010001,0
C00710,58.0,0.0,1.0,155.17,0.0,1
C00711,17.0,1.0,2.0,147.14,0.499999750000125,1
C00712,54.0,0.0,1.0,22.57,0.0,0
C00713,21.0,2.0,8.0,448.06,0.24999996875000394,0
C00714,0.0,3.0,5.0,283.35,0.599999880000024,0
C00715,9.0,2.0,8.0,294.28,0.24999996875000394,0
C00716,7.0,2.0,7.0,461.33000000000004,0.285714244897965,0
C00717,156.0,0.0,0.0,0.0,0.0,0
C00718,193.0,0.0,0.0,0.0,0.0,1
C00719,4.0,2.0,3.0,162.79,0.6666664444445185,0
C00720,59.0,0.0,1.0,27.24,0.0,1
C00721,327.0,0.0,0.0,0.0,0.0,1
C00722,1.0,1.0,1.0,55.85,0.9999990000010001,1
C00723,21.0,1.0,1.0,34.92,0.9999990000010001,0
C00724,29.0,1.0,3.0,622.56,0.33333322222225925,1
C00725,6.0,1.0,1.0,9.46,0.9999990000010001,0
C00726,50.0,0.0,2.0,92.02,0.0,1
C00727,40.0,0.0,4.0,245.49,0.0,0
C00728,1.0,3.0,11.0,615.2900000000001,0.2727272479338866,0
C00729,70.0,0.0,2.0,279.46000000000004,0.0,1
C00730,35.0,0.0,1.0,20.07,0.0,1
C00731,70.0,0.0,1.0,57.75,0.0,0
C00732,2.0,4.0,10.0,1247.17,0.39999996000000404,0
C00733,49.0,0.0,1.0,51.0,0.0,0
C00734,11.0,1.0,2.0,363.6,0.499999750000125,1
C00735,138.0,0.0,0.0,0.0,0.0,1
C00736,19.0,1.0,1.0,10.03,0.9999990000010001,0
C00737,198.0,0.0,0.0,0.0,0.0,1
C00738,2.0,1.0,1.0,11.63,0.9999990000010001,1
C00739,420.0,0.0,0.0,0.0,0.0,1
C00740,5.0,2.0,6.0,214.73999999999998,0.33333327777778704,0
C00741,27.0,1.0,2.0,47.910000000000004,0.499999750000125,0
C00742,77.0,0.0,2.0,63.0,0.0,0
C00743,217.0,0.0,0.0,0.0,0.0,0
C00744,25.0,1.0,1.0,108.07,0.9999990000010001,1
C00745,72.0,0.0,1.0,47.06,0.0,1
C00746,9.0,3.0,5.0,201.28,0.599999880000024,1
C00747,26.0,1.0,4.0,250.0,0.24999993750001562,0
C00748,38.0,0.0,2.0,116.6,0.0,1
C00749,12.0,2.0,4.0,187.82,0.49999987500003124,1
C00750,1.0,2.0,7.0,232.76999999999998,0.285714244897965,0
C00751,16.0,1.0,2.0,54.620000000000005,0.499999750000125,1
C00752,15.0,2.0,6.0,563.1199999999999,0.33333327777778704,0
C00753,26.0,1.0,1.0,52.29,0.9999990000010001,1
C00754,1.0,2.0,6.0,605.47,0.33333327777778704,0
C00755,83.0,0.0,1.0,25.79,0.0,1
C00756,28.0,1.0,1.0,52.78,0.9999990000010001,1
C00757,22.0,2.0,6.0,298.21,0.33333327777778704,0
C00758,5.0,4.0,6.0,540.51,0.6666665555555741,0
C00759,37.0,0.0,3.0,98.03999999999999,0.0,1
C00760,21.0,1.0,1.0,18.36,0.9999990000010001,1
C00761,8.0,2.0,12.0,687.77,0.16666665277777895,0
C00762,26.0,1.0,2.0,41.2,0.499999750000125,1
C00763,1.0,10.0,44.0,2728.68,0.22727272210743815,0
C00764,37.0,0.0,1.0,37.72,0.0,1
C00765,129.0,0.0,0.0,0.0,0.0,1
C00766,4.0,4.0,7.0,524.4399999999999,0.57142848979593,0
C00767,21.0,1.0,6.0,218.01,0.16666663888889352,0
C00768,6.0,4.0,11.0,545.35,0.3636363305785154,0
C00769,9.0,1.0,1.0,128.23,0.9999990000010001,1
C00770,5.0,2.0,7.0,274.62,0.285714244897965,0
C00771,0.0,1.0,6.0,855.39,0.16666663888889352,0
C00772,1.0,4.0,13.0,689.99,0.3076922840236705,0
C00773,13.0,2.0,9.0,276.57,0.22222219753086697,0
C00774,213.0,0.0,0.0,0.0,0.0,1
C00775,6.0,2.0,6.0,182.0,0.33333327777778704,0
C00776,119.0,0.0,0.0,0.0,0.0,1
C00777,113.0,0.0,0.0,0.0,0.0,1
C00778,20.0,3.0,26.0,2734.77,0.11538461094674572,0
C00779,15.0,2.0,8.0,480.36,0.24999996875000394,0
C00780,21.0,1.0,4.0,145.8,0.24999993750001562,0
C00782,4.0,1.0,3.0,47.31,0.33333322222225925,0
C00783,55.0,0.0,1.0,22.71,0.0,1
C00784,14.0,1.0,2.0,254.41000000000003,0.499999750000125,0
C00785,52.0,0.0,1.0,95.69,0.0,1
C00786,1.0,2.0,6.0,203.13,0.33333327777778704,0
C00787,22.0,1.0,1.0,14.43,0.9999990000010001,1
C00788,12.0,1.0,5.0,215.14000000000001,0.199999960000008,0
C00789,0.0,8.0,37.0,2073.6,0.21621621037253486,0
C00790,25.0,1.0,2.0,82.75,0.499999750000125,0
C00791,33.0,0.0,3.0,204.95999999999998,0.0,1
C00792,112.0,0.0,0.0,0.0,0.0,1
C00793,3.0,3.0,12.0,1212.85,0.2499999791666684,0
C00794,117.0,0.0,0.0,0.0,0.0,1
C00795,40.0,0.0,4.0,338.29999999999995,0.0,0
C00796,20.0,1.0,1.0,39.24,0.9999990000010001,1
C00797,30.0,0.0,3.0,263.69,0.0,0
C00798,154.0,0.0,0.0,0.0,0.0,0
C00799,13.0,3.0,10.0,969.81,0.299999970000003,0
C00801,39.0,0.0,3.0,96.53999999999999,0.0,0
C00802,0.0,4.0,11.0,424.69999999999993,0.3636363305785154,0
C00803,5.0,2.0,4.0,320.22,0.49999987500003124,1
C00804,45.0,0.0,1.0,21.02,0.0,1
C00805,33.0,0.0,2.0,90.99000000000001,0.0,0
C00806,121.0,0.0,0.0,0.0,0.0,1
C00807,3.0,1.0,5.0,270.6,0.199999960000008,0
C00808,4.0,1.0,1.0,56.72,0.9999990000010001,1
C00809,307.0,0.0,0.0,0.0,0.0,1
C00810,233.0,0.0,0.0,0.0,0.0,1
C00811,1.0,1.0,4.0,177.82999999999998,0.24999993750001562,0
C00812,133.0,0.0,0.0,0.0,0.0,1
C00813,17.0,1.0,1.0,27.56,0.9999990000010001,1
C00814,10.0,2.0,4.0,237.8,0.49999987500003124,1
C00815,1.0,3.0,20.0,623.07,0.14999999250000037,0
C00816,76.0,0.0,3.0,112.99000000000001,0.0,0
C00817,17.0,4.0,17.0,1295.78,0.23529410380622917,0
C00818,39.0,0.0,5.0,221.98,0.0,0
C00819,0.0,2.0,6.0,639.09,0.33333327777778704,0
C00820,3.0,2.0,7.0,377.58000000000004,0.285714244897965,0
C00821,0.0,6.0,8.0,755.79,0.7499999062500118,0
C00822,17.0,2.0,10.0,393.34999999999997,0.19999998000000202,0
C00823,84.0,0.0,1.0,21.72,0.0,1
C00824,113.0,0.0,0.0,0.0,0.0,0
C00825,59.0,0.0,10.0,541.3299999999999,0.0,0
C00827,11.0,1.0,4.0,370.05999999999995,0.24999993750001562,0
C00828,9.0,2.0,7.0,971.43,0.285714244897965,0
C00829,0.0,3.0,10.0,313.61,0.299999970000003,0
C00830,19.0,1.0,5.0,227.13000000000002,0.199999960000008,0
C00831,16.0,1.0,2.0,66.9,0.499999750000125,0
C00832,1.0,3.0,6.0,347.55999999999995,0.49999991666668053,0
C00833,3.0,4.0,10.0,784.48,0.39999996000000404,0
C00834,26.0,1.0,3.0,299.48,0.33333322222225925,1
C00835,6.0,11.0,40.0,1593.8200000000002,0.2749999931250002,0
C00836,10.0,1.0,1.0,23.97,0.9999990000010001,0
C00837,17.0,1.0,9.0,1029.79,0.11111109876543349,0
C00838,58.0,0.0,1.0,57.68,0.0,0
C00839,10.0,1.0,2.0,161.60999999999999,0.499999750000125,0
C00840,55.0,0.0,1.0,31.17,0.0,1
C00841,23.0,1.0,2.0,127.17,0.499999750000125,1
C00842,20.0,2.0,3.0,246.86,0.6666664444445185,0
C00843,7.0,3.0,6.0,481.31,0.49999991666668053,0
C00844,327.0,0.0,0.0,0.0,0.0,1
C00845,33.0,0.0,1.0,31.65,0.0,1
C00846,3.0,5.0,14.0,686.79,0.3571428316326549,0
C00847,56.0,0.0,2.0,157.23000000000002,0.0,1
C00849,44.0,0.0,3.0,121.14,0.0,1
C00850,3.0,1.0,1.0,3.35,0.9999990000010001,0
C00851,124.0,0.0,0.0,0.0,0.0,1
C00852,4.0,3.0,4.0,256.95,0.7499998125000469,1
C00853,83.0,0.0,2.0,135.55,0.0,1
C00854,275.0,0.0,0.0,0.0,0.0,1
C00855,7.0,4.0,9.0,563.77,0.44444439506173394,0
C00856,79.0,0.0,1.0,459.17,0.0,0
C00857,18.0,1.0,4.0,105.22,0.24999993750001562,0
C00858,51.0,0.0,2.0,80.87,0.0,1
C00859,13.0,1.0,2.0,66.23,0.499999750000125,0
C00860,38.0,0.0,1.0,31.87,0.0,0
C00861,249.0,0.0,0.0,0.0,0.0,1
C00862,49.0,0.0,1.0,7.05,0.0,0
C00863,1.0,8.0,14.0,1044.52,0.5714285306122479,0
C00864,89.0,0.0,1.0,29.32,0.0,1
C00865,3.0,1.0,3.0,148.14,0.33333322222225925,1
C00866,4.0,2.0,13.0,794.8499999999999,0.15384614201183525,0
C00867,11.0,1.0,2.0,110.07000000000001,0.499999750000125,0
C00868,54.0,0.0,1.0,16.84,0.0,1
C00869,63.0,0.0,1.0,94.94,0.0,1
C00870,18.0,1.0,3.0,90.25999999999999,0.33333322222225925,1
C00871,292.0,0.0,0.0,0.0,0.0,1
C00872,52.0,0.0,2.0,110.84,0.0,1
C00873,23.0,1.0,2.0,186.58,0.499999750000125,1
C00874,68.0,0.0,2.0,43.47,0.0,1
C00875,9.0,5.0,15.0,874.0100000000001,0.3333333111111126,0
C00876,124.0,0.0,0.0,0.0,0.0,1
C00877,2.0,2.0,4.0,260.29,0.49999987500003124,1
C00878,7.0,3.0,4.0,234.42,0.7499998125000469,0
C00879,55.0,0.0,2.0,210.41000000000003,0.0,0
C00880,37.0,0.0,4.0,135.61999999999998,0.0,1
C00881,31.0,0.0,2.0,24.9,0.0,0
C00882,208.0,0.0,0.0,0.0,0.0,1
C00883,2.0,3.0,22.0,1199.18,0.13636363016528952,0
C00884,0.0,9.0,43.0,3364.6099999999997,0.20930232071389954,0
C00886,69.0,0.0,1.0,32.19,0.0,0
C00887,22.0,1.0,6.0,385.94,0.16666663888889352,0
C00888,47.0,0.0,2.0,81.9,0.0,1
C00890,91.0,0.0,0.0,0.0,0.0,1
C00891,9.0,3.0,10.0,625.0799999999999,0.299999970000003,0
C00892,11.0,2.0,8.0,610.75,0.24999996875000394,0
C00893,3.0,1.0,8.0,342.13,0.12499998437500197,0
C00894,19.0,1.0,2.0,212.05,0.499999750000125,0
C00895,12.0,1.0,3.0,375.53,0.33333322222225925,1
C00896,16.0,1.0,6.0,183.09000000000003,0.16666663888889352,0
C00897,15.0,2.0,4.0,220.23,0.49999987500003124,0
C00898,69.0,0.0,2.0,94.78999999999999,0.0,0
C00899,70.0,0.0,1.0,33.38,0.0,1
C00900,11.0,1.0,4.0,127.30999999999999,0.24999993750001562,0
C00901,71.0,0.0,1.0,37.14,0.0,1
C00902,2.0,2.0,4.0,318.57,0.49999987500003124,1
C00903,51.0,0.0,5.0,228.91000000000003,0.0,1
C00904,197.0,0.0,0.0,0.0,0.0,0
C00905,45.0,0.0,1.0,121.44,0.0,1
C00906,24.0,1.0,2.0,78.57,0.499999750000125,1
C00907,66.0,0.0,4.0,19.590000000000003,0.0,0
C00908,4.0,1.0,4.0,407.41,0.24999993750001562,0
C00910,29.0,1.0,1.0,125.89,0.9999990000010001,0
C00911,67.0,0.0,1.0,50.24,0.0,1
C00912,35.0,0.0,2.0,69.34,0.0,0
C00913,38.0,0.0,1.0,7.85,0.0,1
C00914,9.0,1.0,2.0,50.19,0.499999750000125,1
C00915,80.0,0.0,1.0,6.27,0.0,1
C00916,68.0,0.0,2.0,28.79,0.0,1
C00917,2.0,3.0,7.0,281.22999999999996,0.4285713673469475,0
C00918,19.0,2.0,12.0,548.8700000000001,0.16666665277777895,1
C00919,77.0,0.0,1.0,28.4,0.0,1
C00920,32.0,0.0,2.0,238.19,0.0,1
C00921,12.0,2.0,8.0,382.03,0.24999996875000394,0
C00922,94.0,0.0,0.0,0.0,0.0,0
C00923,56.0,0.0,1.0,49.91,0.0,1
C00924,15.0,2.0,14.0,598.0899999999999,0.14285713265306196,0
C00925,16.0,1.0,4.0,210.05,0.24999993750001562,0
C00926,356.0,0.0,0.0,0.0,0.0,1
C00927,59.0,0.0,1.0,19.91,0.0,0
C00928,17.0,3.0,4.0,226.57000000000002,0.7499998125000469,1
C00929,10.0,1.0,1.0,83.21,0.9999990000010001,1
C00930,195.0,0.0,0.0,0.0,0.0,0
C00931,17.0,1.0,5.0,219.57000000000002,0.199999960000008,0
C00932,7.0,1.0,2.0,178.66,0.499999750000125,0
C00933,23.0,1.0,1.0,12.38,0.9999990000010001,0
C00934,5.0,1.0,6.0,189.65999999999997,0.16666663888889352,0
C00935,28.0,1.0,2.0,149.53,0.499999750000125,1
C00936,104.0,0.0,0.0,0.0,0.0,1
C00937,40.0,0.0,1.0,8.32,0.0,1
C00938,337.0,0.0,0.0,0.0,0.0,1
C00939,18.0,3.0,3.0,322.39,0.9999996666667778,0
C00940,206.0,0.0,0.0,0.0,0.0,0
C00941,1.0,4.0,6.0,211.76999999999998,0.6666665555555741,1
C00942,95.0,0.0,0.0,0.0,0.0,1
C00943,2.0,6.0,14.0,578.0600000000001,0.42857139795918586,0
C00944,4.0,3.0,4.0,131.29,0.7499998125000469,1
C00945,77.0,0.0,1.0,72.1,0.0,1
C00946,1.0,3.0,18.0,494.47999999999996,0.1666666574074079,0
C00947,1.0,1.0,1.0,133.24,0.9999990000010001,1
C00948,2.0,1.0,1.0,49.91,0.9999990000010001,1
C00949,25.0,1.0,4.0,145.73,0.24999993750001562,1
C00950,309.0,0.0,0.0,0.0,0.0,1
C00951,147.0,0.0,0.0,0.0,0.0,1
C00952,395.0,0.0,0.0,0.0,0.0,1
C00953,7.0,2.0,5.0,307.21,0.399999920000016,0
C00954,0.0,1.0,6.0,597.9300000000001,0.16666663888889352,0
C00955,44.0,0.0,3.0,217.04000000000002,0.0,1
C00956,16.0,1.0,2.0,106.81,0.499999750000125,1
C00957,4.0,1.0,13.0,518.4899999999999,0.07692307100591762,0
C00958,69.0,0.0,1.0,27.41,0.0,1
C00959,4.0,5.0,12.0,650.0500000000001,0.41666663194444736,0
C00960,7.0,6.0,12.0,817.9200000000001,0.4999999583333368,0
C00961,16.0,1.0,3.0,248.48999999999998,0.33333322222225925,0
C00962,50.0,0.0,3.0,148.29,0.0,1
C00963,1.0,9.0,30.0,1864.5400000000002,0.2999999900000003,0
C00964,92.0,0.0,0.0,0.0,0.0,0
C00965,0.0,5.0,14.0,777.3299999999999,0.3571428316326549,0
C00966,1.0,7.0,15.0,574.96,0.46666663555555765,0
C00967,6.0,2.0,5.0,208.57000000000002,0.399999920000016,1
C00968,14.0,1.0,1.0,217.73,0.9999990000010001,0
C00969,8.0,2.0,6.0,335.99,0.33333327777778704,0
C00970,8.0,2.0,3.0,180.53,0.6666664444445185,0
C00971,177.0,0.0,0.0,0.0,0.0,1
C00972,37.0,0.0,4.0,236.2,0.0,1
C00973,14.0,1.0,3.0,20.7,0.33333322222225925,1
C00974,90.0,0.0,0.0,0.0,0.0,0
