customer_id,frequency,avg_amount,duration,event
C00858,8,37.175,373,1
C00859,9,49.20333333333334,338,0
C00860,8,33.2675,398,0
C00861,2,77.6,10,1
C00862,9,55.86888888888889,386,0
C00863,73,103.58479452054794,307,0
C00864,6,28.715,90,1
C00865,17,64.96411764705883,218,1
C00866,31,58.413225806451614,113,0
C00867,14,71.27142857142857,440,0
C00868,10,35.361000000000004,373,1
C00869,3,69.74,141,1
C00870,18,35.05611111111111,243,1
C00871,5,56.298,128,1
C00872,9,28.28222222222222,194,1
C00873,16,63.025625000000005,333,1
C00874,24,44.479166666666664,284,1
C00875,70,44.33342857142858,140,0
C00876,5,57.436,25,1
C00877,22,90.64181818181818,336,1
C00878,25,32.1484,145,0
C00879,16,64.415,332,0
C00880,9,33.32111111111111,78,1
C00881,21,36.98904761904762,431,0
C00882,10,166.19699999999997,121,1
C00883,82,64.96963414634146,184,0
C00884,130,95.923,113,0
C00886,9,45.94,243,0
C00887,35,71.35057142857143,227,0
C00888,12,63.732499999999995,156,1
C00890,15,131.84333333333333,212,1
C00891,80,60.139625,444,0
C00892,41,65.65585365853659,312,0
C00893,45,61.04577777777778,135,0
C00894,34,112.38794117647059,282,0
C00895,20,106.353,397,1
C00896,36,64.97722222222222,242,0
C00897,30,49.264,435,0
C00898,21,64.66285714285715,227,0
C00899,5,12.536,363,1
C00900,43,32.31511627906977,384,0
C00901,4,76.63,250,1
C00902,11,42.093636363636364,332,1
C00903,21,31.64952380952381,78,1
C00904,6,91.95166666666667,222,0
C00905,7,63.722857142857144,204,1
C00906,10,96.825,132,1
C00907,13,20.45307692307692,110,0
C00908,27,27.086296296296297,199,0
C00910,7,48.67285714285715,429,0
C00911,4,29.77,80,1
C00912,15,32.98733333333333,402,0
C00913,5,22.008000000000003,210,1
C00914,10,38.902,433,1
C00915,3,29.713333333333335,288,1
C00916,11,21.036363636363635,202,1
C00917,51,81.14392156862745,287,0
C00918,25,37.2132,100,1
C00919,8,57.42375,293,1
C00920,6,70.02166666666666,215,1
C00921,47,56.65808510638298,281,0
C00922,6,39.681666666666665,122,0
C00923,14,55.971428571428575,221,1
C00924,48,28.685208333333332,239,0
C00925,25,44.0836,193,0
C00926,5,63.924,74,1
C00927,9,54.65888888888889,428,0
C00928,12,69.75,193,1
C00929,4,44.195,428,1
C00930,6,20.688333333333333,382,0
C00931,43,53.82767441860465,374,0
C00932,22,72.49181818181819,147,0
C00933,9,44.132222222222225,203,0
C00934,36,92.54166666666667,204,0
C00935,21,33.85333333333333,386,1
C00936,2,10.760000000000002,74,1
C00937,16,22.03,387,1
C00938,1,24.77,8,1
C00939,41,50.9580487804878,443,0
C00940,10,34.331,246,0
C00941,25,85.37960000000001,184,1
C00942,7,55.457142857142856,49,1
C00943,39,50.68769230769231,110,0
C00944,14,55.294285714285714,401,1
C00945,7,61.964285714285715,352,1
C00946,76,38.265921052631576,169,0
C00947,11,90.67636363636363,428,1
C00948,16,41.466875,435,1
C00949,22,39.55954545454546,351,1
C00950,14,52.63714285714286,29,1
C00951,5,93.678,232,1
C00952,4,29.445,30,1
C00953,46,37.11521739130435,395,0
C00954,43,42.30186046511628,400,0
C00955,16,40.965,278,1
C00956,15,55.38733333333333,258,1
C00957,30,41.781333333333336,114,0
C00958,5,41.536,118,1
C00959,68,46.6360294117647,171,0
C00960,60,103.26883333333333,241,0
C00961,52,43.341153846153844,198,0
C00962,20,30.529500000000002,296,1
C00963,104,53.53817307692308,151,0
C00964,11,37.06636363636364,198,0
C00965,67,27.965820895522388,405,0
C00966,93,60.74612903225807,437,0
C00967,37,47.79432432432432,398,1
C00968,7,108.07285714285715,213,0
C00969,31,63.023870967741935,123,0
C00970,43,44.96023255813953,397,0
C00971,5,49.251999999999995,111,1
C00972,11,39.74272727272727,197,1
C00973,9,16.343333333333334,118,1
C00974,9,39.18555555555556,172,0
C00975,75,84.82853333333334,252,0
C00976,10,52.753,256,1
C00978,25,72.3244,334,0
C00979,18,93.02944444444444,418,0
C00980,20,53.588,213,0
C00981,73,56.04287671232877,213,0
C00982,4,70.01249999999999,141,1
C00983,11,22.420909090909092,307,0
C00984,1,24.8,26,1
C00985,9,33.36888888888889,176,0
C00986,35,48.95942857142857,288,0
C00987,4,61.11,59,1
C00988,149,47.4093288590604,124,0
C00989,23,130.33173913043478,215,1
C00990,9,71.84777777777778,245,1
C00991,13,77.90923076923076,378,1
C00992,16,66.924375,340,0
C00993,19,83.19578947368421,266,0
C00994,19,67.15052631578948,147,0
C00995,14,47.81428571428571,206,0
C00996,8,58.225,386,1
C00997,20,46.278,340,1
C00998,26,71.44615384615385,282,1
C00999,7,23.83857142857143,91,1
C01000,20,58.187,431,0
C01001,20,90.5185,119,0
C01002,13,38.62230769230769,32,1
C01003,6,69.07666666666667,164,1
C01004,10,48.938,435,1
C01005,45,51.85444444444444,227,0
C01006,52,54.643076923076926,403,0
C01007,5,27.869999999999997,268,0
C01009,34,52.03558823529412,337,0
C01010,3,69.83,325,0
C01011,29,51.829655172413794,293,0
C01012,52,36.30519230769231,124,0
C01013,100,69.8472,266,0
C01014,3,24.676666666666666,211,1
C01015,9,55.507777777777775,366,1
C01016,23,36.832173913043476,266,0
C01017,52,55.48846153846154,156,0
C01018,22,65.55363636363637,433,0
C01019,25,151.2192,441,0
C01020,14,41.480000000000004,282,0
C01021,8,79.49,239,0
C01022,13,70.30153846153846,177,1
C01023,14,108.35642857142857,140,1
C01024,110,60.82636363636363,352,0
C01025,13,58.69615384615384,376,1
C01026,20,90.41749999999999,391,0
C01027,81,45.123086419753086,408,0
C01028,8,45.575,155,1
C01029,15,75.89533333333334,178,0
C01030,5,54.378,220,1
C01031,8,46.3975,120,0
C01032,24,66.95916666666666,363,0
C01033,7,61.01714285714286,409,1
C01034,3,19.0,49,1
C01035,34,73.75470588235294,243,0
C01036,32,44.30125,309,0
C01037,12,78.84416666666667,109,1
C01038,15,16.646,378,1
C01039,21,68.82142857142857,411,0
C01040,9,28.261111111111113,327,1
C01042,5,123.21600000000001,27,1
C01043,61,56.70918032786886,319,0
C01044,13,69.13076923076923,100,1
C01045,33,67.45242424242424,213,0
C01046,79,38.18582278481013,425,0
C01047,17,44.082941176470584,280,0
C01048,39,67.66820512820513,433,0
C01049,6,68.48666666666666,159,1
C01050,4,28.6525,57,1
C01051,70,48.10485714285714,437,0
C01052,37,38.204594594594596,236,0
C01053,28,81.19464285714285,180,1
C01054,36,88.63916666666667,201,0
C01055,1,67.24,58,1
C01056,46,58.17978260869565,160,0
C01057,16,89.890625,138,0
C01058,8,72.74625,405,0
C01059,16,39.847500000000004,406,0
C01060,44,33.102045454545454,323,1
C01061,18,87.80055555555556,376,0
C01062,5,69.412,366,0
C01063,36,82.49027777777778,411,0
C01064,17,87.9470588235294,210,0
C01065,5,109.98599999999999,219,0
C01066,11,105.3990909090909,291,0
C01067,9,25.20888888888889,378,1
C01068,38,75.51184210526316,110,0
C01069,16,80.848125,428,0
C01070,4,34.05,16,1
C01071,1,3.28,26,1
C01073,28,79.9175,218,1
C01074,34,49.368529411764705,311,0
C01075,3,42.37666666666667,413,1
C01076,44,29.091590909090908,226,0
C01077,33,42.39818181818182,249,1
C01078,64,68.39640625,400,0
C01079,22,46.66090909090909,165,1
C01080,10,69.378,353,0
C01081,58,78.28275862068965,134,0
C01082,68,43.949999999999996,199,0
C01083,20,77.196,184,0
C01084,22,49.14318181818182,397,1
C01085,11,44.01272727272727,319,0
C01086,13,54.784615384615385,85,1
C01087,4,73.66,22,1
C01088,9,17.10111111111111,360,0
C01089,57,120.65596491228071,288,0
C01090,10,50.553,231,1
C01091,17,46.90470588235294,261,0
C01092,13,37.206153846153846,47,1
C01093,79,115.5526582278481,289,0
C01094,8,66.67375,307,0
C01095,5,73.32,262,1
C01096,2,28.56,28,1
C01097,10,69.53299999999999,394,0
C01098,12,99.18,169,1
C01099,2,35.19,13,1
C01100,5,81.286,99,1
C01101,47,44.848510638297874,265,0
C01102,9,68.81666666666666,140,1
C01103,29,89.09034482758621,193,0
C01104,17,53.60588235294117,286,0
C01105,37,35.76243243243243,257,0
C01106,4,65.52,27,1
C01107,40,67.65075,172,0
C01108,56,52.42142857142857,298,0
C01109,40,51.4455,158,0
C01110,7,38.77285714285715,365,1
C01111,5,30.43,366,0
C01112,7,45.98285714285714,313,1
C01113,13,59.26307692307693,212,1
C01114,50,29.678600000000003,324,0
C01115,36,48.07888888888888,320,0
C01116,40,63.325250000000004,418,1
C01117,14,22.68285714285714,136,1
C01118,65,38.65676923076923,267,0
C01119,9,53.33555555555555,380,1
C01120,12,52.68333333333334,414,1
C01121,22,57.83772727272728,375,1
C01122,17,55.23705882352941,253,0
C01123,17,60.268235294117645,128,0
C01124,4,82.37,44,1
C01125,36,39.12722222222222,366,0
C01126,140,25.352642857142857,187,0
C01127,31,46.12870967741936,284,0
C01128,14,47.93357142857143,274,1
C01129,8,66.03999999999999,155,1
C01130,83,78.06084337349398,223,0
C01131,141,79.26212765957447,331,0
C01132,66,48.246212121212125,275,0
C01133,19,202.52947368421053,390,1
C01134,126,78.52253968253969,241,0
C01135,28,94.5657142857143,373,0
C01136,4,75.8175,26,1
C01137,18,89.74944444444445,240,0
C01138,55,65.9229090909091,397,0
C01139,46,64.21391304347826,375,0
C01140,12,101.93916666666667,271,0
C01141,31,48.799677419354836,196,0
C01142,3,102.85333333333334,37,1
C01143,33,41.61333333333334,397,0
C01144,2,52.394999999999996,144,1
C01145,10,101.685,117,0
C01146,24,53.384166666666665,430,0
C01148,8,46.97,52,1
C01149,21,90.81714285714285,423,1
C01150,8,30.005,364,0
C01151,30,53.409666666666666,437,0
C01152,12,45.375,163,0
C01153,44,46.50477272727273,358,0
C01154,42,40.867380952380955,348,0
C01155,2,178.11499999999998,233,1
C01156,6,33.46,176,0
C01157,4,92.5875,25,1
C01158,29,66.97689655172414,206,0
C01159,11,44.153636363636366,179,1
C01160,17,33.65470588235294,372,1
C01161,45,63.281777777777776,400,0
C01162,30,62.62866666666666,205,0
C01163,35,115.44914285714285,181,1
C01164,47,36.202127659574465,187,0
C01165,7,37.917142857142856,397,1
C01166,18,54.20944444444444,229,0
C01167,5,11.658,26,1
C01168,30,28.572,274,0
C01170,16,43.53,332,0
C01171,7,31.97142857142857,357,1
C01172,4,41.045,24,1
C01173,5,27.851999999999997,403,1
C01174,3,67.72666666666667,318,1
C01176,20,54.512,258,1
C01177,1,33.72,22,1
C01178,1,108.14,95,1
C01179,30,60.883,221,0
C01180,22,83.80272727272728,128,1
C01181,98,35.131020408163266,394,0
C01182,18,22.51833333333333,297,0
C01183,21,56.44428571428571,191,0
C01184,56,65.23053571428571,111,0
C01185,6,79.73833333333333,386,1
C01186,77,71.4561038961039,306,0
C01187,20,24.448,120,0
C01188,12,63.50666666666666,343,0
C01189,142,78.35929577464789,304,0
C01190,1,108.05,8,1
C01191,53,105.87679245283019,123,1
C01192,30,65.22933333333334,370,0
C01193,59,47.832033898305085,402,0
C01194,35,72.49428571428572,339,1
C01195,12,89.17833333333333,299,1
C01196,5,163.73999999999998,295,1
C01197,31,72.93870967741935,162,0
C01198,2,14.64,14,1
C01199,58,54.22896551724138,190,0
C01200,38,44.849736842105266,310,1
C01201,30,63.37733333333333,267,0
C01202,39,129.39923076923077,229,0
C01203,13,53.44461538461538,168,0
C01204,9,49.169999999999995,324,0
C01206,2,28.375,32,1
C01207,17,45.44705882352941,301,1
C01208,19,38.875263157894736,216,1
C01209,1,15.03,16,1
C01210,11,92.35363636363637,123,0
C01211,10,67.751,36,1
C01212,2,22.035,13,1
C01213,22,49.87,346,0
C01214,2,26.91,200,1
C01215,30,72.389,310,0
C01216,21,67.05571428571429,355,0
C01217,20,70.75550000000001,331,1
C01218,48,56.0925,344,0
C01219,20,25.9095,32,1
C01220,2,137.28,84,1
C01221,2,118.055,65,1
C01222,10,33.507999999999996,218,0
C01223,15,41.2,207,0
C01224,6,27.545,57,1
C01225,60,32.389833333333335,402,0
C01226,6,45.54500000000001,172,1
C01227,7,41.364285714285714,433,1
C01228,26,44.261923076923075,166,1
C01229,5,54.846000000000004,237,0
C01230,12,61.39083333333334,151,0
C01231,37,33.310810810810814,145,1
C01232,8,25.79625,122,1
C01233,3,71.47,126,0
C01234,32,60.8290625,274,0
C01235,19,42.613157894736844,262,0
C01236,52,40.19730769230769,185,0
C01237,9,56.97333333333333,196,0
C01239,12,68.68833333333333,136,0
C01240,13,52.88230769230769,408,1
C01241,11,62.404545454545456,388,1
C01242,16,49.038125,239,1
C01243,10,113.42999999999999,315,1
C01244,13,13.86923076923077,277,0
C01245,1,104.65,27,1
C01246,16,60.05,377,0
C01247,9,35.56444444444444,346,0
C01248,10,66.513,405,1
C01250,42,84.045,299,0
C01251,31,30.649032258064516,231,0
C01252,5,38.762,53,1
C01253,34,120.98029411764706,173,0
C01254,10,58.149,239,0
C01255,17,43.046470588235294,419,0
C01256,15,75.68,302,0
C01257,26,99.27653846153846,416,0
C01258,83,41.88265060240963,290,0
C01259,46,34.997608695652175,401,0
C01260,74,32.1822972972973,391,0
C01261,57,58.51368421052632,138,0
C01262,36,120.3913888888889,229,1
C01263,1,24.12,48,1
C01264,15,80.88333333333334,401,1
C01265,13,35.42846153846154,120,0
C01266,19,77.08526315789474,273,0
C01267,3,13.276666666666666,76,1
C01268,53,62.395471698113205,296,0
C01270,21,50.135238095238094,341,0
C01271,15,46.15266666666666,284,1
C01272,59,42.24271186440678,419,0
C01273,6,78.50166666666667,125,1
C01274,80,41.484125,164,0
C01275,8,142.22,220,0
C01276,2,21.88,58,1
C01277,230,59.18347826086957,355,0
C01278,7,15.098571428571429,40,1
C01279,17,26.56764705882353,412,1
C01280,20,184.7795,339,1
C01281,14,29.025000000000002,359,0
C01282,16,88.4575,145,0
C01283,1,12.97,63,1
C01284,22,80.80045454545456,257,0
C01286,7,135.82714285714286,107,1
C01288,7,132.9742857142857,263,0
C01289,2,74.94,38,1
C01291,4,54.724999999999994,405,0
C01292,21,78.2357142857143,126,0
C01293,42,60.15714285714286,238,0
C01294,5,133.07999999999998,69,1
C01295,63,44.657936507936505,170,0
C01296,54,61.7137037037037,213,0
C01297,5,64.076,151,0
C01298,15,20.362000000000002,62,1
C01299,6,32.07333333333333,66,1
C01300,60,57.318,400,0
C01301,20,32.385000000000005,240,0
C01302,10,90.41,335,1
C01303,29,37.55068965517241,217,0
C01304,12,52.35166666666667,281,1
C01305,56,36.98607142857143,211,0
C01306,2,60.01,121,0
C01307,25,71.5584,377,1
C01308,4,26.23,210,0
C01309,12,70.77416666666666,153,0
C01310,23,77.2108695652174,405,1
C01311,41,41.7590243902439,126,0
C01312,23,45.8008695652174,430,1
C01314,23,55.66304347826087,420,0
C01315,60,15.3975,412,0
C01316,10,71.15299999999999,121,0
C01317,73,40.706438356164384,427,0
C01318,13,51.076153846153844,178,1
C01319,34,55.57411764705882,310,1
C01320,11,64.39272727272727,373,0
C01321,3,75.87,35,1
C01322,19,65.45473684210526,190,0
C01323,24,98.05874999999999,302,1
C01324,1,168.95,5,1
C01325,7,25.618571428571425,309,0
C01326,11,56.625454545454545,134,0
C01327,6,39.86,198,0
C01328,26,40.659615384615385,377,0
C01329,40,50.81075,252,0
C01330,28,69.20607142857143,168,0
C01331,36,74.9225,98,1
C01332,13,29.35076923076923,124,1
C01333,43,77.37651162790698,397,0
C01334,9,72.27888888888889,345,1
C01335,49,54.15408163265307,125,0
C01336,149,33.32731543624161,308,0
C01337,24,45.602916666666665,391,0
C01338,16,12.53,153,1
C01339,55,45.88218181818182,359,0
C01340,2,111.0,14,1
C01341,10,31.112000000000002,444,0
C01342,22,38.196363636363635,226,0
C01343,18,24.146666666666665,116,0
C01344,25,46.104,207,1
C01345,8,50.27374999999999,285,0
C01346,8,63.588750000000005,397,1
C01347,23,83.43,422,1
C01348,15,63.24066666666667,293,1
C01350,3,188.44333333333336,269,1
C01351,4,29.64,92,1
C01352,13,32.87615384615385,361,1
C01353,63,46.1047619047619,123,0
C01354,12,76.27916666666667,200,1
C01355,4,92.4875,194,1
C01356,18,96.77111111111111,137,1
C01357,14,90.22214285714287,297,0
C01358,5,56.105999999999995,29,1
C01359,49,52.397346938775506,207,0
C01360,13,72.23,240,0
C01361,6,58.26499999999999,362,1
C01362,2,36.29,45,1
C01363,1,10.66,14,1
C01364,19,23.620526315789476,136,1
C01365,34,118.65058823529411,124,0
C01366,12,56.274166666666666,113,0
C01367,30,75.93833333333333,319,0
C01368,2,9.754999999999999,29,1
C01369,69,36.47086956521739,125,0
C01370,8,25.49375,217,0
C01371,14,99.10071428571428,420,0
C01372,30,32.908,336,0
C01373,80,42.089875,279,0
C01374,17,65.89411764705882,143,0
C01376,2,12.29,19,1
C01377,39,81.43717948717949,378,0
C01378,37,44.398648648648646,250,0
C01379,19,36.09947368421052,383,0
C01380,17,45.44117647058823,205,0
C01381,2,29.700000000000003,53,1
C01382,5,24.118000000000002,133,1
C01383,48,36.2975,411,0
C01384,18,53.943333333333335,138,0
C01385,48,48.361041666666665,427,0
C01386,11,78.88818181818182,337,1
C01387,20,39.0225,329,1
C01388,27,25.032592592592593,294,0
C01389,9,68.69333333333333,369,1
C01390,42,37.891666666666666,345,0
C01391,143,31.188251748251748,348,0
C01392,2,47.260000000000005,209,1
C01393,25,49.3064,161,1
C01394,56,36.099464285714284,286,0
C01395,23,56.71434782608696,109,1
C01396,39,55.84615384615385,238,1
C01397,1,52.93,10,1
C01398,8,101.22375,433,0
C01399,14,81.32285714285715,255,0
C01400,57,37.69298245614035,402,0
C01401,25,41.7388,254,1
C01402,9,33.14888888888889,258,1
C01403,2,4.609999999999999,87,1
C01404,19,51.23736842105263,414,0
C01405,11,66.75,187,1
C01406,14,50.839999999999996,296,0
C01407,15,58.477999999999994,370,1
C01408,32,66.7940625,170,0
C01409,85,69.33270588235294,307,0
C01410,8,27.97625,404,0
C01411,20,58.225,428,0
C01412,22,48.24818181818182,382,1
C01413,7,54.794285714285714,120,0
C01414,1,38.42,28,1
C01415,5,64.15,48,1
C01416,12,33.001666666666665,335,0
C01417,2,43.57,262,0
C01418,16,42.951875,308,0
C01419,17,105.85705882352941,161,0
C01420,9,38.53777777777778,369,0
C01421,11,22.96090909090909,160,1
C01422,18,82.84444444444445,162,1
C01423,31,42.29096774193548,257,0
C01424,49,98.88142857142859,172,0
C01425,17,48.029411764705884,400,1
C01426,10,65.771,352,0
C01427,12,24.973333333333333,272,1
C01428,35,55.70085714285714,216,0
C01429,34,72.77352941176471,335,0
C01430,2,76.045,28,1
C01432,30,91.35866666666668,350,0
C01433,13,88.62846153846155,288,1
C01434,3,18.65,52,1
C01435,38,73.62789473684211,114,0
C01436,37,43.799459459459456,370,0
C01437,46,65.32130434782609,163,0
C01438,32,106.00375,156,0
C01439,42,87.0345238095238,324,0
C01440,54,82.45259259259258,286,0
C01441,5,50.56,28,1
C01442,30,72.99666666666667,208,0
C01443,3,93.24666666666667,38,1
C01444,12,61.18416666666667,322,1
C01445,28,59.50714285714286,170,0
C01446,22,44.68772727272727,287,0
C01447,22,30.111363636363638,160,1
C01448,53,71.70622641509435,254,0
C01449,13,29.81923076923077,325,0
C01450,16,35.155625,112,0
C01451,41,59.70585365853659,269,0
C01452,16,30.428125,336,0
C01454,54,48.20425925925926,226,1
C01455,24,79.63458333333334,198,0
C01456,4,86.52,39,1
C01457,12,52.23833333333334,117,1
C01458,14,61.46785714285714,128,1
C01459,27,32.49740740740741,376,0
C01460,34,65.64676470588235,214,0
C01461,33,33.68333333333333,432,0
C01462,36,46.849999999999994,232,0
C01463,34,59.464999999999996,138,0
C01464,17,45.88294117647059,246,0
C01465,82,38.05256097560976,304,0
C01466,50,56.0886,335,0
C01467,10,36.678,109,1
C01468,5,56.63399999999999,229,1
C01469,7,46.05857142857143,53,1
C01470,19,79.42894736842106,104,1
C01471,10,108.523,134,0
C01472,1,14.66,5,1
C01473,49,39.88183673469388,335,0
C01474,15,55.93666666666666,233,0
C01475,10,67.50399999999999,106,1
C01476,29,57.31551724137931,437,0
C01477,23,37.03608695652174,360,0
C01478,2,8.705,24,1
C01479,29,88.07172413793103,199,0
C01480,38,44.20657894736842,146,0
C01481,15,83.708,425,0
C01482,23,43.203478260869566,285,0
C01483,7,33.918571428571425,393,0
C01484,5,60.760000000000005,190,0
C01485,8,41.8175,223,0
C01486,52,57.75384615384615,149,0
C01487,18,46.227222222222224,410,0
C01488,144,48.74805555555556,333,0
C01489,9,62.55111111111111,374,1
C01490,71,68.52211267605634,224,0
C01491,6,38.440000000000005,295,0
C01492,139,32.30172661870504,432,0
C01493,13,66.38538461538461,161,1
C01494,39,87.58435897435898,147,1
C01495,21,40.021904761904764,149,0
C01496,1,20.59,10,1
C01497,13,33.64923076923077,398,0
C01498,20,79.1875,371,0
C01499,10,37.545,325,0
C01500,44,46.06795454545455,256,0
C01501,21,30.948095238095238,231,1
C01502,33,75.22090909090909,201,0
C01503,29,52.76413793103448,168,0
C01504,81,33.595432098765436,168,0
C01505,39,54.76538461538461,413,0
C01506,16,58.476875,278,0
C01507,12,39.982499999999995,378,0
C01508,26,63.37192307692308,154,0
C01509,23,30.541739130434784,283,1
C01510,14,69.28285714285714,279,0
C01511,6,69.245,40,1
C01512,2,35.56,231,1
C01513,11,23.14909090909091,297,0
C01514,45,57.91888888888889,116,0
C01515,47,56.11446808510639,242,0
C01516,10,79.95,344,0
C01517,14,71.63357142857143,154,0
C01518,49,84.64836734693877,423,0
C01519,52,60.504423076923075,358,0
C01520,26,25.841923076923077,140,0
C01521,42,30.174285714285713,132,0
C01522,17,53.968823529411765,269,0
C01523,43,77.34488372093023,267,0
C01524,2,104.18,40,1
C01525,13,96.24,191,0
C01526,16,51.486875000000005,367,0
C01527,12,51.7125,315,0
C01528,6,18.313333333333333,186,0
C01529,10,62.66799999999999,121,0
C01530,18,36.025000000000006,389,1
C01531,12,44.10833333333333,330,1
C01532,14,38.845000000000006,92,1
C01533,64,71.57640625,155,0
C01534,3,108.54333333333334,264,0
C01535,45,47.89022222222222,222,0
C01536,6,37.723333333333336,340,1
C01537,1,51.04,1,1
C01538,3,51.99,297,1
C01539,14,44.40071428571429,297,0
C01540,46,80.37630434782609,272,0
C01541,49,79.41367346938776,435,0
C01542,1,27.62,14,1
C01543,32,73.026875,342,0
C01544,9,226.61333333333334,147,1
C01545,2,100.56,105,1
C01546,15,91.84266666666666,169,0
C01547,14,41.92,438,1
C01548,29,57.210689655172416,331,0
C01549,5,103.17999999999999,35,1
C01550,9,92.96222222222222,60,1
C01552,29,43.67,351,0
C01553,13,21.91769230769231,433,0
C01554,46,66.24978260869565,328,0
C01555,6,45.03666666666666,301,0
C01556,11,34.99636363636363,126,0
C01557,7,88.10571428571428,92,1
C01558,11,24.655454545454543,272,1
C01559,2,102.735,42,1
C01560,27,42.190370370370374,229,0
C01561,11,60.14909090909091,296,1
C01562,23,56.71782608695652,415,0
C01563,12,67.98833333333333,379,0
C01564,26,73.44461538461539,301,0
C01565,3,62.28666666666667,124,1
C01566,8,18.45625,394,0
C01567,2,109.905,100,1
C01568,6,97.20666666666666,273,0
C01569,41,67.1080487804878,360,0
C01570,29,39.69379310344827,335,1
C01571,35,57.06542857142857,116,0
C01572,79,79.8513924050633,138,0
C01573,46,34.59065217391304,142,0
C01574,31,61.58548387096774,243,0
C01575,17,70.69058823529411,174,1
C01576,22,54.10318181818182,167,0
C01577,10,41.801,135,0
C01578,19,53.94736842105263,335,0
C01579,45,59.23466666666666,394,0
C01580,20,39.504999999999995,102,1
C01581,23,43.840434782608696,208,0
C01582,28,69.74857142857142,130,1
C01583,1,40.88,40,1
C01584,96,70.92416666666666,394,0
C01585,9,80.24111111111111,206,1
C01586,4,168.54000000000002,184,0
C01587,13,27.659230769230767,397,0
C01588,8,36.980000000000004,93,1
C01589,30,42.867333333333335,284,0
C01590,16,90.345,179,1
C01591,167,50.4025748502994,131,0
C01592,10,39.802,136,0
C01593,12,97.83,304,0
C01594,11,46.02,273,1
C01595,14,55.010714285714286,177,1
C01596,14,52.503571428571426,130,0
C01597,3,42.36666666666667,15,1
C01598,2,93.35499999999999,58,1
C01599,3,56.25333333333333,26,1
C01600,4,35.8375,127,1
C01601,62,89.30370967741935,366,0
C01602,10,78.599,145,1
C01603,19,70.78157894736843,124,0
C01604,42,30.709761904761905,271,0
C01605,24,156.5975,258,1
C01606,65,61.910923076923076,429,0
C01607,43,56.91441860465117,390,0
C01608,16,36.091875,360,1
C01609,10,106.06400000000001,121,0
C01610,15,83.81066666666668,377,1
C01611,8,77.0275,380,0
C01613,53,38.45849056603773,136,0
C01614,5,76.69,154,1
C01615,15,36.18533333333333,169,0
C01616,14,105.51428571428572,254,0
C01617,6,54.781666666666666,202,0
C01618,1,50.29,52,1
C01619,11,23.675454545454546,112,1
C01620,10,40.303999999999995,161,1
C01621,19,44.75526315789474,101,1
C01622,26,79.70884615384615,283,0
C01623,13,45.97,159,0
C01624,2,107.82000000000001,43,1
C01625,21,146.37428571428572,275,1
C01626,22,122.20045454545453,133,1
C01627,86,51.12220930232559,425,0
C01628,17,38.199999999999996,155,0
C01629,4,67.50999999999999,21,1
C01630,6,22.39833333333333,238,1
C01631,6,72.59833333333333,274,1
C01632,7,92.98857142857142,244,1
C01633,59,27.65728813559322,382,0
C01634,28,78.00357142857142,345,0
C01635,14,134.6442857142857,337,0
C01636,4,73.0325,37,1
C01637,6,111.27833333333332,275,0
C01638,42,35.247142857142855,428,0
C01639,21,99.46333333333334,323,0
C01640,7,39.19714285714286,193,1
C01641,2,29.85,163,1
C01642,41,53.48341463414634,173,0
C01643,225,33.14706666666667,314,0
C01644,7,45.120000000000005,101,1
C01645,1,14.15,17,1
C01647,23,108.04260869565218,383,0
C01648,67,68.88611940298507,429,0
C01649,5,41.738,204,0
C01650,28,76.3175,275,0
C01651,12,53.20416666666667,137,1
C01652,3,12.076666666666666,120,0
C01653,23,66.69521739130435,410,0
C01654,1,119.0,24,1
C01655,10,49.529,154,1
C01656,1,15.69,48,1
C01657,8,86.8925,291,1
C01658,36,48.17611111111111,323,0
C01659,2,36.0,57,1
C01660,95,42.135263157894734,197,0
C01661,7,29.102857142857143,62,1
C01662,46,65.4445652173913,185,0
C01663,4,68.32499999999999,155,0
C01664,14,36.487857142857145,269,0
C01665,4,82.11,27,1
C01666,6,131.105,395,1
C01667,19,93.39315789473685,184,1
C01668,39,61.82358974358974,201,0
C01669,2,57.845,37,1
C01670,1,47.57,25,1
C01671,39,103.62153846153846,311,0
C01672,12,58.28916666666667,351,0
C01673,14,78.98071428571428,111,1
C01674,25,41.1916,334,0
C01675,26,92.68038461538461,398,0
C01676,19,61.71421052631579,292,1
C01677,13,115.24,161,1
C01678,11,15.628181818181817,53,1
C01679,29,49.566206896551726,263,0
C01680,6,69.26,212,0
C01681,9,41.45111111111111,303,0
C01682,18,48.76111111111111,275,0
C01683,17,32.478235294117646,199,0
C01684,6,133.60666666666665,280,1
C01685,6,173.48,128,1
C01686,2,29.66,3,1
C01687,21,46.25238095238095,215,0
C01688,52,44.26865384615384,414,0
C01689,40,114.32825,418,1
C01690,3,97.12333333333333,30,1
C01691,3,143.86333333333334,24,1
C01692,25,54.35360000000001,371,0
C01693,18,53.05277777777778,160,1
C01694,7,41.60285714285715,110,1
C01695,19,60.02315789473685,95,1
C01697,6,31.058333333333334,350,1
C01698,72,42.38722222222222,437,0
C01699,20,96.16850000000001,287,1
C01700,10,42.465999999999994,404,1
C01701,33,32.709090909090904,193,0
C01702,4,35.665,30,1
C01703,25,20.8392,220,0
C01704,70,32.683571428571426,360,0
C01705,16,75.781875,116,0
C01706,5,40.134,193,0
C01707,30,41.306000000000004,317,0
C01708,2,70.09,72,1
C01709,10,93.338,64,1
